"sku","parent.sku","name","season","tang_ebay","room","closure_amazon","head_material_type_amazon","hair_type_amazon","size_ebay","skin_type_amazon","blade_type_ebay","compatible_devices_amazon","blade_color_ebay","gender","battery_included_ebay","gun_type_ebay","finish_type_amazon","coarseness","cut","for_gun_make","compatible_model","form","thickness","size_type"
"SON-ASRO-5INCHSTORAGECAPSULE-BLACK","SON-ASRO-5INCHSTORAGECAPSULE-PARENT","ASR Outdoor 5 Inch Portable Aluminum Waterproof EDC Storage Container, Black","","","","","","","","","","","","male","","","","","","","","","",""
"SON-ASRO-5INCHSTORAGECAPSULE-SILVER","SON-ASRO-5INCHSTORAGECAPSULE-PARENT","ASR Outdoor 5 Inch Portable Aluminum Waterproof EDC Storage Container, Silver","","","","","","","","","","","","male","","","","","","","","","",""
"SON-ASRO-ALUMTENTSTAKES-SILVER-4PC","","ASR Outdoor 4pk Aircraft Grade Aluminum Screw In Tent Stakes Pegs Ground Anchors, 9 Inch","","","","","","","","","","","","male","","","","","","","","","",""
"SON-ASRO-ROUNDMOSQUITONET-WHT","","ASR Outdoor Mosquito Net with Mounting Kit Travel Camping Essentials Outdoor Canopy, 94.5 Inches","","","","","","","","","","","","male","","","","","","","","","",""
"SON-TTX-2IN1REVERSERATCHET-BLK","","ToolTreaux 2 in 1 Reversible Ratchet Torque Wrench with Rubber Handle, Black","","","","","","","","","","","","male","","","","","","","","","",""
"HWK-TTX-12PCKTLEATHERTOOLBELT-DB","","ToolTreaux 12 Pocket Heavy Duty Oil Tanned Genuine Leather Tool Belt, Dark Brown","","","","","","","","","","","","male","","","","","","","","","",""
"SON-MINPOCKKNV-LOGO-BLUE","","ASR Outdoor Small EDC Mini Pocket Knife - ASR Logo Knife","","","","","","","","","","","","unisex","","","","","","","","","",""
"DOY-ASRO-12PCGEODEKIT-BUN","","ASR Outdoor 12pc Moroccan Break Your Own Geodes Kit with Sledge Hammer","","","","","","","","","","","","unisex","","","","","","","","","",""
"TWL-HMPE260-KEVLARCORD-ATAC-PARENT","","","","","","","","","","","","","","","","","","","","","","","",""
"TWL-HMPE260-KEVLARCORD-BLK-PARENT","","","","","","","","","","","","","","","","","","","","","","","",""
"SON-TT-GRAPHITECRUCIBLES-PARENT","","","","","","","","","","","","","","","","","","","","","","","",""
"LST-KPL-SPACESTNBACKPACK-10IN","","Kidplokio 15pc Space Toys Explorer Voyager Backpack Light Up Astronaut, 10 Inch","","","","","","","15pc","","","","","male","","","","","","","","","",""
"LST-KPL-TBALLSET-5PC","","Kidplokio 5pc Sports Baseball Bat Tee Ball Toy Playset with Balls Boys 3 and Up","","","","","","","5pc","","","","","male","","","","","","","","","",""
"SON-BLE-SILICONEZIPTIES-48PC-2PK","","Beille 48pk Silicone Zip Ties for Pantry Kitchen Organization Cooking Baking Supplies, Multicolor","","","","","","","","","","","","","","","","","","","","","",""
"26C-BLE-BABYSILICONESET-PARENT","","Beille Silicone Baby Feeding Essentials for Ages One and Up (Many Styles and Colors)","","","","","","","","","","","","unisex","","","","","","","","","",""
"UPD-20PCBARBIEHAIRSET-BR1452","","Barbie 20pc Hair Accessories Set for Girls, Pink","","","","","","","","","","","","","","","","","","","","","",""
"UPD-NAILPOL-HK-HK1156GG-BUN","","Hello Kitty Friends 4pc Nail Polish Set for Girls with Travel Tin Ages 3 and Up","","","","","","","4pc","","","","","female","","","","","","","","","",""
"HWK-ASRO-MADEINUSAGP-11IN-PNK","HWK-ASRO-MADEINUSAGP-11IN-PARENT","ASR Outdoor 11 Inch Heavy Duty Single Riffle Gold Pans Made in USA, Pink","","","","","","","","","","","","","","","","","","","","","",""
"HWK-ASRO-MADEINUSAGP-11IN-GRN","HWK-ASRO-MADEINUSAGP-11IN-PARENT","ASR Outdoor 11 Inch Heavy Duty Single Riffle Gold Pans Made in USA, Green","","","","","","","","","","","","","","","","","","","","","",""
"HWK-ASRO-MADEINUSAGP-11IN-BLK","HWK-ASRO-MADEINUSAGP-11IN-PARENT","ASR Outdoor 11 Inch Heavy Duty Single Riffle Gold Pans Made in USA, Black","","","","","","","","","","","","","","","","","","","","","",""
"DOY-ASRO-GEMSTONE-PARENT","","ASR Outdoor Gemstone Paydirt Bag Gold Panning Kit (Many Styles and Sizes)","","","","","","","","","","","","unisex","","","","","","","","","",""
"DOY-ASRO-GEMSTONEPAYDIRT-5LB-AMZ-PARENT","","ASR Outdoor 5lb Rough Gemstone Paydirt Bag Gold Panning Kit (8 Styles)","","","","","","","","","","","","unisex","","","","","","","","","",""
"DOY-ASRO-5PCGEMKIT-PARENT","","ASR Outdoor 1lb Rough Genuine Gemstone Gold Panning Kit, 5pc (Many Styles)","","","","","","","","","","","","","","","","","","","","","",""
"SON-ASRO-MINICLIPOINTBLADEKNIFE-PARENT","","ASR Outdoor 6.25 Inch 440 Stainless Steel Mini Clip Point Fixed Blade Pocket Knife (2 Colors)","","","","","","","","","","","","","","","","","","","","","",""
"SON-ASRO-BUCKETCLASSIFER-7PC-BUN-PARENT","","ASR Outdoor Classifier Screen Set with 10L Collapsible Bucket Gold Panning Kit (4 Sizes)","","","","","","","","","","","","unisex","","","","","","","","","",""
"HWK-TTX-PINKCRAFTINGMAT-PARENT","","ToolTreaux Pink Self Healing Cutting Mat (Assorted Sizes)","","","","","","","","","","","","","","","","","","","","","",""
"SON-ASRO-REMOTERUCKSACKGPKIT-14PC-PARENT","","ASR Outdoor Remote Adventure 30L Rucksack Gold Panning Kit with Classifier Screens, 14pc (3 Colors)","","","","","","","","","","","","","","","","","","","","","",""
"SON-FSMPFWSS-SML-BLCK-ASR-BUN","","ASR Outdoor Magnesium Fire Starter Camping Survival Pocket Flint Grip Handle","","","","","","","","","","","","Unisex","","","","","","","","","",""
"SON-SCOOPNPROBE-GP3-PARENT","","ASR Outdoor 14 Inch Metal Detecting Tool Sand Scoop with Coin Probe (3 Colors)","","","","","","","","","","","","unisex","","","","","","","","","",""
"MCN-PCUCCH-325-BLCK-50FT-PARENT","","GEAR AID 325 Paracord and Carabiner Utility Cord Camping Hiking (2 Pack Sizes)","","","","","","","","","","","","","","","","","","","","","",""
"SON-ASRO-LOCKCARABINERS-PARENT","","ASR Outdoor 3 Inch Locking Aluminum Carabiner Clip EDC Camping Hiking Gear (Assorted Colors)","","","","","","","","","","","","","","","","","","","","","",""
"LST-SPCBLSTBAG-3PC-BUN","LST-SPCBLSTBAG-PARENT","Kidplokio 2pc Space Blasters with Flashing Lights and Sounds Superhero Cinch Bag Holiday Gift Bundle for Boys Age 3 and Up","","","","","","","2pc","","","","","male","","","","","","","","","",""
"LST-KPL-SPACEROCKET-17INCH","","Kidplokio 15pc Space Toys Explorer Voyager Backpack Light Up Astronaut, 10 Inch","","","","","","","1pc","","","","","male","","","","","","","","","",""
"JSP-TTX-KIT-10KNEUT-STONE","","ToolTreaux 10 Karat Gold Testing Kit Acid Solution, Stone Neutralizer Combo","","","","","","","","","","","","","","","","","","","","","",""
"JSP-TTX-KIT-14KNEUT-STONE","","ToolTreaux 14 Karat Gold Testing Kit Acid Solution, Stone Neutralizer Combo","","","","","","","","","","","","","","","","","","","","","",""
"JSP-TTX-KIT-18KNEUT-STONE","","ToolTreaux 18 Karat Gold Testing Kit Acid Solution, Stone Neutralizer Combo","","","","","","","","","","","","","","","","","","","","","",""
"JSP-TTX-KIT-22KNEUT-STONE","","ToolTreaux 22 Karat Gold Testing Kit Acid Solution, Stone Neutralizer Combo","","","","","","","","","","","","","","","","","","","","","",""
"JSP-TTX-KIT-PLATNEUT-STONE","","ToolTreaux Platinum Testing Kit Acid Solution, Stone Neutralizer Combo","","","","","","","","","","","","","","","","","","","","","",""
"JSP-TTX-KIT-SLVGRDENEUT-STONE","","ToolTreaux Silver Grade Testing Kit Acid Solution, Stone Neutralizer Combo","","","","","","","","","","","","","","","","","","","","","",""
"JSP-TTX-KIT-SILVQUALNEUT-STONE","","ToolTreaux Silver Quality Testing Kit Acid Solution, Stone Neutralizer Combo","","","","","","","","","","","","","","","","","","","","","",""
"SON-DISCTHROWER-ORG-PZ","","ASR Outdoor 4.5 In Clay Target Disc Thrower Right and Left Handed (19 In Long)","","","","","","","19""","","","","","male","","","","","","","","","",""
"SON-3PCDUALPANKIT-PARENT","","ASR Outdoor 3pc Gold Pan with Bottle Snuffer Gold Panning Kit 10"" 12""","","","","","","","","","","","","","","","","","","","","","",""
"JSP-TTX-KIT-STONE-SCALE-PARENT","","ToolTreaux Testing Kit with Acid Solution, Stone, Neutralizer and Digital Pocket Scale (7 Styles)","","","","","","","","","","","","","","","","","","","","","",""
"SON-ASRO-PROSPECTKEYCHAINS-PARENT","","ASR Outdoor 1pc Stainless Steel Gold Prospecting Keychain Carabiner, Lightweight Durable EDC Key Holder with Split Ring (2 Styles)","","","","","","","","","","","","","","","","","","","","","",""
"4SN-BLE-BAMBOOUTENSILSET-6PC-STD","","Beille 6pc Bamboo Wooden Cooking Utensil Set with Holder, Nonstick Safe Kitchen Tools, Dishwasher Safe","","","","","","","","","","","","","","","","","","","","","",""
"SON-BLE-BREAKAWAYSCISSORS-GREY-STD","","Beille 8 Inch Stainless Steel Scissors, Break Apart Kitchen Shears with Bone Cutter Fish Scaler Bottle Opener, Grey","","","","","","","","","","","","","","","","","","","","","",""
"SON-ASRO-3LSMALLDRYSACK-BLUE","SON-DRYSACK-PARENT","ASR Outdoor 3L Dry Sack with Roll Top, Small Lightweight Waterproof Storage Bag for Kayaking Camping Hiking Boating Backpacking Travel Gear, Blue","","","","","","","","","","","","","","","","","","","","","",""
"4SN-BLE-FINEMESHCOLANDERS-2PC-STD","","Beille 2pc Fine Mesh Stainless Steel Colander Set, Pasta Strainer, Rice Washer, Fruit & Vegetable Strainer with Handles (11” & 8.75”)","","","","","","","","","","","","","","","","","","","","","",""
"SON-HDSCISSORS-SC20509","","ToolTreaux 8.5 Inch Heavy Duty Scissors with Stainless Steel Blades, Non-Slip Rubber Grip","","","","","","","","","","","","","","","","","","","","","",""
"4SN-BLE-SSALLIGATORCLIPS-2PK-STD","","Beille 5 Inch Jumbo Heavy Duty Stainless Steel Alligator Clips for Kitchen, Bag Clips for Food Storage, Pantry and Snack Bags (2pk)","","","","","","","","","","","","","","","","","","","","","",""
"4SN-BLE-BLUEDISHCLOTHSET-10PK-STD","","Beille 100% Cotton Kitchen Dish Cloths, Machine Washable Reusable Towels, 10pk (Assorted Blue Colors and Patterns)","","","","","","","","","","","","","","","","","","","","","",""
"4SN-BLE-PERITEATOWELS-5PK-STD","","Beille 100% Cotton Kitchen Dish Cloth and Tea Towels Set, Machine Washable (Assorted Soft Blue Colors and Patterns), 5pk","","","","","","","","","","","","","","","","","","","","","",""
"KOL-BLE-WOODCITRUSREAMER-STD","","Beille 1pc Natural Beechwood Handheld Citrus Reamer, Manual Lemon Lime Juicer with Ergonomic Handle and Deep Carved Ridges Kitchen Tools (6.5 Inches)","","","","","","","","","","","","","","","","","","","","","",""
"SON-3IN1CAMP-UTENSIL-2PK","","ASR Outdoor (2-Pack) Camping Utensil Set Army Military MRE Chow Set","","","","","","","","","","","","Unisex","","","","","","","","","",""
